flight_id,departure_city,arrival_city,scheduled_departure,model,duration_mm,passengers,total_amount,RPK,PLF
136270,Анапа,Москва,2017-02-12T10:05:00Z,Boeing 737-300,100.0,111,1628600.00,135420,85.38461538461538461500
136119,Анапа,Москва,2017-01-03T10:05:00Z,Boeing 737-300,100.0,113,1653000.00,137860,86.92307692307692307700
136310,Анапа,Москва,2017-01-22T10:05:00Z,Boeing 737-300,100.0,117,1654200.00,142740,90.00000000000000000000
136215,Анапа,Москва,2017-02-28T10:05:00Z,Boeing 737-300,100.0,114,1664000.00,139080,87.69230769230769230800
136268,Анапа,Москва,2017-02-16T10:05:00Z,Boeing 737-300,100.0,115,1676200.00,140300,88.46153846153846153800
136284,Анапа,Москва,2017-02-07T10:05:00Z,Boeing 737-300,100.0,117,1677400.00,142740,90.00000000000000000000
136428,Анапа,Москва,2017-01-21T10:05:00Z,Boeing 737-300,100.0,115,1678600.00,140300,88.46153846153846153800
136135,Анапа,Москва,2017-02-01T10:05:00Z,Boeing 737-300,100.0,115,1678600.00,140300,88.46153846153846153800
136293,Анапа,Москва,2017-01-23T10:05:00Z,Boeing 737-300,100.0,114,1689600.00,139080,87.69230769230769230800
136181,Анапа,Москва,2017-01-31T10:05:00Z,Boeing 737-300,100.0,118,1689600.00,143960,90.76923076923076923100
136264,Анапа,Москва,2017-02-18T10:05:00Z,Boeing 737-300,100.0,116,1690800.00,141520,89.23076923076923076900
136159,Анапа,Москва,2017-01-04T10:05:00Z,Boeing 737-300,100.0,115,1700600.00,140300,88.46153846153846153800
136439,Анапа,Москва,2017-02-25T10:05:00Z,Boeing 737-300,100.0,117,1701800.00,142740,90.00000000000000000000
136132,Анапа,Москва,2017-02-15T10:05:00Z,Boeing 737-300,100.0,116,1714000.00,141520,89.23076923076923076900
136164,Анапа,Москва,2017-01-07T10:05:00Z,Boeing 737-300,100.0,120,1738400.00,146400,92.30769230769230769200
136479,Анапа,Москва,2017-02-21T10:05:00Z,Boeing 737-300,100.0,122,1738400.00,148840,93.84615384615384615400
136471,Анапа,Москва,2017-01-17T10:05:00Z,Boeing 737-300,100.0,120,1762800.00,146400,92.30769230769230769200
136348,Анапа,Москва,2017-02-10T10:05:00Z,Boeing 737-300,100.0,120,1762800.00,146400,92.30769230769230769200
136387,Анапа,Москва,2017-01-19T10:05:00Z,Boeing 737-300,100.0,121,1775000.00,147620,93.07692307692307692300
136463,Анапа,Москва,2017-01-20T10:05:00Z,Boeing 737-300,100.0,122,1788400.00,148840,93.84615384615384615400
136249,Анапа,Москва,2017-02-14T10:05:00Z,Boeing 737-300,100.0,123,1800600.00,150060,94.61538461538461538500
136436,Анапа,Москва,2017-01-26T10:05:00Z,Boeing 737-300,100.0,124,1811600.00,151280,95.38461538461538461500
136131,Анапа,Москва,2017-01-28T10:05:00Z,Boeing 737-300,100.0,124,1812800.00,151280,95.38461538461538461500
136275,Анапа,Москва,2017-01-13T10:05:00Z,Boeing 737-300,100.0,125,1825000.00,152500,96.15384615384615384600
136441,Анапа,Москва,2017-02-03T10:05:00Z,Boeing 737-300,100.0,128,1837200.00,156160,98.46153846153846153800
136423,Анапа,Москва,2017-01-10T10:05:00Z,Boeing 737-300,100.0,129,1849400.00,157380,99.23076923076923076900
136403,Анапа,Москва,2017-02-20T10:05:00Z,Boeing 737-300,100.0,129,1873800.00,157380,99.23076923076923076900
136389,Анапа,Москва,2017-01-18T10:05:00Z,Boeing 737-300,100.0,129,1873800.00,157380,99.23076923076923076900
136226,Анапа,Москва,2017-01-30T10:05:00Z,Boeing 737-300,100.0,130,1886000.00,158600,100.00000000000000000000
136316,Анапа,Москва,2017-01-12T10:05:00Z,Boeing 737-300,100.0,130,1886000.00,158600,100.00000000000000000000
